Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
03.01.2009 15:40:00,996.39,-2.24,271.2,-10.85,51.42,5.18,2.66,2.52,1.66,2.67,1279.91,1.97,2.75,228.3
03.01.2009 15:50:00,996.35,-2.32,271.12,-11.51,49.06,5.15,2.52,2.62,1.58,2.53,1280.33,1.6,2.38,236.2
03.01.2009 16:00:00,996.25,-2.8,270.65,-12.13,48.39,4.97,2.4,2.56,1.5,2.41,1282.51,1.82,2.5,240.6
03.01.2009 16:10:00,996.12,-3.64,269.82,-12.35,50.57,4.66,2.36,2.31,1.47,2.37,1286.34,2.08,3.0,244.9
03.01.2009 16:20:00,996.04,-3.98,269.49,-12.62,50.8,4.55,2.31,2.24,1.44,2.32,1287.91,2.6,3.25,238.7
03.01.2009 16:30:00,995.92,-4.18,269.3,-12.72,51.12,4.48,2.29,2.19,1.43,2.3,1288.71,2.45,3.13,242.6
03.01.2009 16:40:00,995.87,-4.35,269.13,-12.77,51.59,4.42,2.28,2.14,1.43,2.29,1289.47,2.53,3.25,241.4
03.01.2009 16:50:00,995.85,-4.52,268.96,-12.72,52.47,4.36,2.29,2.07,1.43,2.3,1290.25,2.37,3.25,242.3
03.01.2009 17:00:00,995.76,-4.69,268.8,-12.56,53.86,4.31,2.32,1.99,1.45,2.33,1290.94,2.63,3.5,248.8
03.01.2009 17:10:00,995.7,-4.63,268.86,-12.38,54.42,4.33,2.35,1.97,1.47,2.36,1290.57,3.01,3.88,249.6
03.01.2009 17:20:00,995.62,-4.6,268.9,-12.2,55.1,4.34,2.39,1.95,1.49,2.4,1290.3,3.64,4.88,255.7
03.01.2009 17:30:00,995.6,-4.31,269.19,-11.92,55.11,4.43,2.44,1.99,1.53,2.45,1288.86,3.26,4.38,252.6
03.01.2009 17:40:00,995.59,-4.18,269.32,-11.7,55.57,4.48,2.49,1.99,1.56,2.5,1288.21,3.15,4.63,250.8
03.01.2009 17:50:00,995.51,-4.16,269.34,-11.57,56.06,4.48,2.51,1.97,1.57,2.53,1287.99,3.44,4.75,253.2
03.01.2009 18:00:00,995.48,-4.08,269.43,-11.44,56.32,4.51,2.54,1.97,1.59,2.55,1287.53,3.12,4.63,250.5
03.01.2009 18:10:00,995.47,-3.98,269.53,-11.35,56.28,4.54,2.56,1.99,1.6,2.57,1287.06,2.49,3.88,244.5
03.01.2009 18:20:00,995.42,-3.91,269.6,-11.23,56.56,4.57,2.58,1.99,1.62,2.6,1286.64,2.29,3.25,247.5
03.01.2009 18:30:00,995.41,-3.9,269.62,-11.06,57.28,4.57,2.62,1.95,1.64,2.63,1286.55,1.83,2.75,240.9
03.01.2009 18:40:00,995.34,-3.9,269.62,-10.89,58.04,4.57,2.65,1.92,1.66,2.67,1286.44,1.82,2.5,246.7
03.01.2009 18:50:00,995.37,-3.87,269.65,-10.69,58.83,4.59,2.7,1.89,1.69,2.71,1286.3,1.73,2.38,243.6
03.01.2009 19:00:00,995.44,-3.78,269.73,-10.5,59.35,4.62,2.74,1.88,1.71,2.75,1285.95,0.96,2.13,236.3
03.01.2009 19:10:00,995.28,-3.77,269.75,-10.47,59.45,4.62,2.74,1.87,1.72,2.76,1285.72,1.15,1.88,173.7
03.01.2009 19:20:00,995.26,-3.95,269.58,-10.37,60.72,4.56,2.77,1.79,1.73,2.78,1286.51,1.15,2.13,185.1
03.01.2009 19:30:00,995.19,-3.9,269.63,-10.02,62.26,4.57,2.85,1.73,1.78,2.86,1286.16,0.78,1.75,185.9
03.01.2009 19:40:00,995.15,-3.75,269.79,-9.72,63.02,4.63,2.92,1.71,1.82,2.93,1285.34,0.9,2.0,145.9
03.01.2009 19:50:00,995.07,-3.81,269.74,-9.58,63.99,4.61,2.95,1.66,1.84,2.96,1285.5,1.3,2.25,124.3
03.01.2009 20:00:00,994.94,-3.84,269.72,-9.56,64.22,4.6,2.95,1.64,1.85,2.97,1285.48,0.91,2.13,143.4
03.01.2009 20:10:00,994.76,-3.88,269.69,-9.47,64.9,4.58,2.97,1.61,1.86,2.99,1285.44,0.52,1.13,111.0
03.01.2009 20:20:00,994.65,-3.67,269.9,-9.0,66.32,4.65,3.09,1.57,1.93,3.1,1284.27,1.16,3.25,2.64
03.01.2009 20:30:00,994.64,-3.3,270.27,-8.75,65.81,4.78,3.15,1.64,1.97,3.17,1282.45,0.78,1.88,176.3
03.01.2009 20:40:00,994.57,-3.34,270.24,-8.67,66.42,4.77,3.17,1.6,1.98,3.19,1282.54,0.69,1.63,151.9
03.01.2009 20:50:00,994.45,-3.24,270.35,-8.58,66.37,4.81,3.19,1.62,2.0,3.21,1281.89,0.93,1.88,231.8
03.01.2009 21:00:00,994.3,-3.15,270.45,-8.48,66.47,4.84,3.22,1.62,2.01,3.23,1281.27,0.97,2.0,220.0
03.01.2009 21:10:00,994.23,-3.07,270.54,-8.36,66.65,4.87,3.25,1.62,2.03,3.26,1280.75,1.42,2.5,226.1
03.01.2009 21:20:00,994.2,-2.93,270.68,-8.24,66.56,4.92,3.28,1.65,2.05,3.29,1280.04,1.4,2.88,237.0
03.01.2009 21:30:00,994.04,-2.78,270.84,-8.14,66.4,4.97,3.3,1.67,2.07,3.32,1279.14,1.37,2.5,228.0
03.01.2009 21:40:00,994.08,-2.76,270.86,-8.08,66.63,4.98,3.32,1.66,2.08,3.34,1279.09,1.37,2.5,226.3
03.01.2009 21:50:00,994.06,-2.76,270.86,-7.99,67.09,4.98,3.34,1.64,2.09,3.36,1279.05,1.2,2.25,206.4
03.01.2009 22:00:00,994.06,-2.76,270.86,-7.88,67.66,4.98,3.37,1.61,2.11,3.39,1279.04,1.03,2.0,214.8
03.01.2009 22:10:00,994.01,-2.71,270.92,-7.74,68.08,5.0,3.41,1.6,2.13,3.43,1278.68,1.08,2.25,233.9
03.01.2009 22:20:00,993.77,-2.67,270.98,-7.61,68.59,5.02,3.44,1.58,2.16,3.46,1278.18,1.73,2.5,217.6
03.01.2009 22:30:00,993.61,-2.69,270.97,-7.53,69.12,5.01,3.46,1.55,2.17,3.48,1278.06,1.31,2.13,217.0
03.01.2009 22:40:00,993.54,-2.7,270.97,-7.4,69.86,5.01,3.5,1.51,2.19,3.52,1277.99,1.23,2.5,219.8
03.01.2009 22:50:00,993.43,-2.64,271.04,-7.15,70.9,5.03,3.57,1.46,2.24,3.59,1277.52,1.44,2.88,224.4
03.01.2009 23:00:00,993.28,-2.58,271.1,-7.05,71.2,5.05,3.59,1.45,2.25,3.62,1277.07,1.6,4.25,237.7
03.01.2009 23:10:00,993.14,-2.46,271.23,-6.93,71.2,5.09,3.63,1.47,2.27,3.65,1276.32,1.69,2.75,233.6
03.01.2009 23:20:00,993.13,-2.33,271.37,-6.79,71.3,5.15,3.67,1.48,2.3,3.69,1275.64,1.05,2.75,199.2
03.01.2009 23:30:00,993.14,-2.12,271.58,-6.59,71.3,5.23,3.73,1.5,2.34,3.75,1274.64,1.19,2.25,81.3
03.01.2009 23:40:00,993.13,-1.97,271.73,-6.49,71.0,5.28,3.75,1.53,2.35,3.78,1273.9,1.26,2.75,23.71
03.01.2009 23:50:00,993.05,-1.9,271.8,-6.46,70.8,5.31,3.76,1.55,2.36,3.79,1273.47,1.56,2.75,119.8
04.01.2009 00:00:00,992.93,-1.9,271.81,-6.39,71.2,5.31,3.78,1.53,2.37,3.81,1273.31,1.47,2.5,147.6
04.01.2009 00:10:00,992.79,-1.83,271.89,-6.29,71.4,5.34,3.81,1.53,2.39,3.84,1272.79,1.44,2.63,214.1
04.01.2009 00:20:00,992.67,-1.7,272.03,-6.09,71.8,5.39,3.87,1.52,2.43,3.9,1272.0,1.04,2.63,188.8
04.01.2009 00:30:00,992.57,-1.6,272.14,-5.92,72.2,5.43,3.92,1.51,2.46,3.95,1271.37,1.6,3.5,176.6
04.01.2009 00:40:00,992.54,-1.55,272.19,-5.72,73.1,5.45,3.98,1.47,2.5,4.01,1271.1,1.06,2.38,215.7
04.01.2009 00:50:00,992.41,-1.46,272.29,-5.61,73.2,5.49,4.02,1.47,2.52,4.05,1270.49,1.9,4.75,243.6
04.01.2009 01:00:00,992.19,-1.42,272.35,-5.61,73.0,5.5,4.02,1.49,2.52,4.05,1270.01,2.77,4.75,232.1
04.01.2009 01:10:00,992.09,-1.49,272.28,-5.25,75.4,5.47,4.13,1.35,2.59,4.16,1270.17,3.25,4.63,246.7
04.01.2009 01:20:00,991.98,-2.01,271.77,-4.42,83.5,5.27,4.4,0.87,2.76,4.43,1272.33,2.63,5.5,238.0
04.01.2009 01:30:00,991.97,-2.32,271.47,-4.08,87.6,5.15,4.51,0.64,2.83,4.55,1273.68,1.7,3.5,229.4
04.01.2009 01:40:00,991.85,-2.37,271.42,-3.88,89.3,5.13,4.58,0.55,2.88,4.62,1273.77,2.18,4.13,231.2
04.01.2009 01:50:00,991.84,-2.32,271.48,-3.72,90.0,5.15,4.63,0.51,2.91,4.67,1273.46,2.13,4.0,228.4
04.01.2009 02:00:00,991.76,-2.22,271.58,-3.61,90.1,5.19,4.67,0.51,2.94,4.71,1272.89,1.82,4.75,201.9
04.01.2009 02:10:00,991.73,-2.09,271.72,-3.53,89.8,5.24,4.7,0.53,2.96,4.74,1272.2,1.29,3.25,138.0
04.01.2009 02:20:00,991.65,-2.04,271.77,-3.51,89.6,5.26,4.71,0.55,2.96,4.75,1271.87,1.36,2.25,124.6
04.01.2009 02:30:00,991.58,-2.25,271.56,-3.73,89.5,5.17,4.63,0.54,2.91,4.67,1272.82,1.24,2.75,118.6
04.01.2009 02:40:00,991.49,-2.54,271.29,-3.87,90.5,5.07,4.58,0.48,2.88,4.62,1274.06,1.35,2.88,62.46
04.01.2009 02:50:00,991.36,-2.26,271.58,-3.5,91.1,5.17,4.71,0.46,2.96,4.75,1272.52,0.99,2.0,114.5
04.01.2009 03:00:00,991.26,-2.2,271.64,-3.52,90.6,5.2,4.71,0.49,2.96,4.75,1272.12,0.87,1.88,94.4
04.01.2009 03:10:00,991.24,-2.16,271.68,-3.48,90.6,5.21,4.72,0.49,2.97,4.76,1271.91,1.04,3.0,112.5
04.01.2009 03:20:00,991.15,-2.05,271.8,-3.36,90.7,5.25,4.76,0.49,3.0,4.81,1271.25,0.87,2.88,153.8
04.01.2009 03:30:00,991.09,-1.9,271.96,-3.31,90.0,5.31,4.78,0.53,3.01,4.82,1270.47,1.01,2.13,167.6
04.01.2009 03:40:00,991.0,-1.79,272.08,-3.26,89.6,5.36,4.8,0.56,3.02,4.84,1269.82,1.18,3.13,230.6
04.01.2009 03:50:00,990.89,-1.79,272.08,-3.31,89.3,5.35,4.78,0.57,3.01,4.82,1269.71,1.46,3.75,190.3
04.01.2009 04:00:00,990.83,-1.88,272.0,-3.29,90.0,5.32,4.79,0.53,3.01,4.83,1270.02,0.62,1.75,167.3
04.01.2009 04:10:00,990.74,-1.87,272.01,-3.24,90.3,5.32,4.81,0.52,3.02,4.85,1269.87,0.83,2.0,83.6
04.01.2009 04:20:00,990.69,-1.78,272.1,-3.09,90.7,5.36,4.86,0.5,3.06,4.9,1269.37,1.69,3.5,217.9
04.01.2009 04:30:00,990.63,-1.66,272.24,-2.98,90.6,5.41,4.9,0.51,3.08,4.95,1268.68,0.83,1.63,174.1
04.01.2009 04:40:00,990.5,-1.64,272.27,-2.96,90.6,5.42,4.91,0.51,3.09,4.95,1268.42,0.88,1.88,203.3
04.01.2009 04:50:00,990.45,-1.64,272.27,-2.92,90.9,5.42,4.92,0.49,3.1,4.97,1268.35,1.07,1.88,200.3
04.01.2009 05:00:00,990.37,-1.64,272.28,-2.87,91.2,5.42,4.94,0.48,3.11,4.99,1268.23,1.31,3.13,215.4
04.01.2009 05:10:00,990.33,-1.5,272.41,-2.77,91.0,5.47,4.98,0.49,3.13,5.03,1267.55,1.24,3.5,201.6
04.01.2009 05:20:00,990.25,-1.44,272.48,-2.72,90.9,5.5,5.0,0.5,3.14,5.05,1267.13,1.48,3.13,236.5
04.01.2009 05:30:00,990.22,-1.47,272.46,-2.74,91.0,5.48,4.99,0.49,3.14,5.04,1267.23,1.15,2.25,174.2
04.01.2009 05:40:00,990.2,-1.49,272.44,-2.7,91.4,5.48,5.01,0.47,3.15,5.06,1267.28,1.17,2.25,158.4
04.01.2009 05:50:00,990.09,-1.44,272.5,-2.64,91.5,5.5,5.03,0.47,3.17,5.08,1266.91,1.24,2.63,205.5
04.01.2009 06:00:00,989.99,-1.44,272.5,-2.66,91.3,5.5,5.02,0.48,3.16,5.07,1266.78,1.0,2.38,200.9
04.01.2009 06:10:00,989.96,-1.44,272.51,-2.68,91.2,5.5,5.01,0.48,3.16,5.06,1266.74,1.47,3.75,221.3
04.01.2009 06:20:00,989.95,-1.39,272.55,-2.66,91.0,5.51,5.02,0.5,3.16,5.07,1266.52,1.48,3.0,231.0
04.01.2009 06:30:00,989.92,-1.33,272.62,-2.63,90.8,5.54,5.03,0.51,3.17,5.08,1266.18,1.34,2.63,239.8
04.01.2009 06:40:00,989.94,-1.25,272.69,-2.66,90.1,5.57,5.02,0.55,3.16,5.07,1265.86,1.36,3.13,226.3
04.01.2009 06:50:00,989.88,-1.14,272.81,-2.65,89.4,5.62,5.02,0.6,3.16,5.07,1265.24,2.48,7.13,254.4
04.01.2009 07:00:00,989.9,-1.09,272.86,-2.65,89.1,5.64,5.02,0.61,3.16,5.08,1265.04,2.75,5.75,246.8
04.01.2009 07:10:00,989.93,-1.0,272.95,-2.62,88.7,5.68,5.04,0.64,3.17,5.09,1264.65,3.95,6.88,255.8
04.01.2009 07:20:00,989.96,-0.92,273.03,-2.58,88.4,5.71,5.05,0.66,3.18,5.1,1264.3,2.68,5.63,257.0
04.01.2009 07:30:00,990.0,-0.9,273.04,-2.55,88.5,5.72,5.06,0.66,3.18,5.11,1264.29,3.25,5.5,251.2
04.01.2009 07:40:00,990.03,-0.86,273.08,-2.51,88.5,5.73,5.08,0.66,3.19,5.13,1264.12,2.58,5.5,249.9
04.01.2009 07:50:00,989.97,-0.9,273.05,-2.5,88.8,5.72,5.08,0.64,3.2,5.13,1264.22,2.3,4.75,256.7
04.01.2009 08:00:00,989.92,-0.89,273.06,-2.45,89.1,5.72,5.1,0.62,3.21,5.15,1264.12,2.93,5.0,242.6
04.01.2009 08:10:00,989.96,-0.81,273.14,-2.45,88.6,5.76,5.1,0.66,3.21,5.15,1263.78,2.32,5.0,251.2
04.01.2009 08:20:00,989.95,-0.76,273.19,-2.49,88.0,5.78,5.08,0.69,3.2,5.14,1263.54,1.98,4.13,231.5
04.01.2009 08:30:00,989.97,-0.7,273.24,-2.51,87.5,5.8,5.08,0.73,3.2,5.13,1263.32,2.12,4.13,254.9
04.01.2009 08:40:00,989.97,-0.7,273.24,-2.57,87.1,5.8,5.05,0.75,3.18,5.1,1263.32,1.8,3.88,243.4
04.01.2009 08:50:00,989.9,-0.76,273.19,-2.69,86.7,5.78,5.01,0.77,3.15,5.06,1263.53,1.53,3.13,232.4
04.01.2009 09:00:00,989.95,-0.72,273.23,-2.73,86.2,5.79,4.99,0.8,3.14,5.04,1263.42,1.7,3.88,254.0
04.01.2009 09:10:00,989.95,-0.9,273.05,-2.84,86.6,5.72,4.95,0.77,3.12,5.0,1264.26,2.71,5.13,220.7
04.01.2009 09:20:00,989.89,-1.21,272.74,-2.79,88.9,5.59,4.97,0.62,3.13,5.02,1265.61,1.77,4.0,225.5
04.01.2009 09:30:00,989.87,-1.31,272.64,-2.74,89.9,5.55,4.99,0.56,3.14,5.04,1266.05,1.67,2.5,212.1
04.01.2009 09:40:00,989.87,-1.37,272.58,-2.79,90.0,5.52,4.97,0.55,3.13,5.02,1266.33,2.87,5.13,231.4
04.01.2009 09:50:00,989.86,-1.37,272.58,-2.79,90.0,5.52,4.97,0.55,3.13,5.02,1266.33,2.9,5.0,225.4
04.01.2009 10:00:00,989.86,-1.37,272.59,-2.71,90.5,5.53,5.0,0.52,3.15,5.05,1266.28,2.59,4.5,232.9
04.01.2009 10:10:00,989.87,-1.3,272.66,-2.64,90.5,5.55,5.03,0.53,3.16,5.08,1265.96,2.44,4.5,221.7
04.01.2009 10:20:00,989.86,-1.2,272.75,-2.61,90.1,5.59,5.04,0.55,3.17,5.09,1265.51,2.65,4.13,224.8
04.01.2009 10:30:00,989.83,-1.14,272.81,-2.54,90.2,5.62,5.07,0.55,3.19,5.12,1265.19,2.44,4.13,236.4
04.01.2009 10:40:00,989.76,-1.1,272.86,-2.48,90.3,5.63,5.09,0.55,3.2,5.14,1264.9,2.44,4.13,235.6
04.01.2009 10:50:00,989.76,-1.1,272.86,-2.51,90.1,5.63,5.08,0.56,3.2,5.13,1264.89,2.58,4.25,237.3
04.01.2009 11:00:00,989.64,-1.1,272.87,-2.53,90.0,5.63,5.07,0.56,3.19,5.12,1264.75,2.38,4.5,234.6
04.01.2009 11:10:00,989.49,-1.12,272.86,-2.53,90.1,5.63,5.07,0.56,3.19,5.12,1264.63,2.14,5.13,223.9
04.01.2009 11:20:00,989.38,-1.11,272.88,-2.47,90.4,5.63,5.09,0.54,3.21,5.15,1264.43,2.58,4.5,229.3
